App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
"DataCap - Learn R, Python & SQL",FAILY,4.4,944,12000000,100000,Free,0,Everyone,Education,01-Aug-18,3.1.0,4.1 and up
R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2800000,10000,Free,0,Everyone,Books & Reference,24-Dec-17,1.11,4.0 and up
Run R Script - Online Statistical Data Analysis,FAILY,3.9,8,6200000,1000,Free,0,Everyone,Education,04-Apr-18,1.1 Build 226,2.2 and up
R Prograing Language,FAILY,3.8,39,2900000,1000,Free,0,Everyone,Education,21-Dec-17,1,4.2 and up
R Prograing,FAILY,NaN,2,5900000,1000,Free,0,Everyone,Education,21-Nov-17,1,4.0.3 and up
R. Physics Puzzle Gae,FAILY,4.2,5369,60000000,500000,Free,0,Everyone,Puzzle,19-Apr-18,1.0.16,4.3 and up
R Instructor,FAILY,4.1,135,4900000,1000,Paid,4.84,Everyone,Education,21-Feb-14,2.03,3.0 and up
GT-R R35 Drift Siulator,FAILY,4.4,1852,62000000,100000,Free,0,Everyone,Siulation,31-Oct-17,1,2.3 and up
Offroad Pickup Truck R,FAILY,4.4,6367,96000000,1000000,Free,0,Everyone,Siulation,14-Jul-17,1.4,2.3 and up
Learn R Prograing Full,BOOKS_AND_REFERENCE,NaN,11,9200000,5000,Free,0,Everyone,Books & Reference,30-Jan-18,1.5,5.0 and up
R Prograing Tutorial,FAILY,NaN,5,2800000,1000,Free,0,Everyone,Education,14-May-17,1,4.0.3 and up
R Prograing Offline Tutorial,BOOKS_AND_REFERENCE,5,4,3900000,1000,Free,0,Everyone,Books & Reference,15-Mar-18,1.0.0,4.1 and up
Learn R Language Easy Way,FAILY,4.1,17,2200000,10000,Free,0,Everyone,Education,24-Sep-17,1.22,4.0.3 and up
.R,TOOLS,4.5,259,20300000,10000,Free,0,Everyone,Tools,16-Sep-14,1.1.06,1.5 and up
R-TYPE II,GAE,4.3,5682,37000000,50000,Paid,1.99,Everyone,Arcade,02-Mar-17,1.1.5,2.3.3 and up
Guide for R Prograing,BOOKS_AND_REFERENCE,NaN,0,3700000,5,Free,0,Everyone,Books & Reference,25-May-18,1.0.0,4.1 and up
R Prograing Solution,FAILY,3.9,169,7700000,10000,Free,0,Everyone,Education,20-Jun-16,1.0.3,4.0 and up
Learn R - Prograing Concepts,FAILY,3.5,6,2900000,1000,Free,0,Everyone,Education,25-Apr-17,1.0.1,4.0.3 and up
Learn R Prograing,BOOKS_AND_REFERENCE,NaN,0,29000000,10,Free,0,Everyone,Books & Reference,28-Apr-18,1,4.1 and up
Car Parking Nissan GT-R R35 Siulator,FAILY,3.2,513,34000000,100000,Free,0,Everyone,Siulation,05-Dec-17,1,4.0 and up
R Quick Reference Big Data,BOOKS_AND_REFERENCE,NaN,6,3600000,1000,Free,0,Everyone,Books & Reference,29-May-17,1.2,2.3 and up
Learn R Prograing Free EBook,FAILY,NaN,1,5700000,50,Free,0,Everyone,Education,23-Mar-18,1.0.0,4.0 and up
REduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAILY,NaN,4,64000000,1,Free,0,Everyone,Education,17-Jul-18,1.0.1,4.4 and up
R Prograing Language (Paperset 2) CQ Quiz,FAILY,NaN,0,3400000,10,Free,0,Everyone,Education,19-Mar-18,1,4.0.3 and up
R-net for Android,PRODUCTIVITY,3.3,48,5800000,5000,Free,0,Everyone,Productivity,07-Aug-13,1,3.1 and up
R File anager,TOOLS,4.8,17,6700000,50,Free,0,Everyone,Tools,05-May-18,v2,4.4 and up
R-TYPE,GAE,4.5,7687,23000000,100000,Paid,1.99,Everyone,Arcade,27-Feb-17,2.3.1,2.3.3 and up
R Studio,SHOPPING,3.7,23,8900000,5000,Free,0,Everyone,Shopping,08-Jul-16,2.1.1,4.0.3 and up
Day R Preiu,FAILY,4.8,51068,57000000,100000,Paid,4.99,Teen,Role Playing,21-Jun-18,1.574,4.0.3 and up
"Join R, Counity Engageent",SOCIAL,4.7,144,12000000,1000,Free,0,Teen,Social,31-Jan-17,1.0.12,4.0.3 and up
R Bank,FINANCE,4.3,90,13000000,5000,Free,0,Everyone,Finance,30-May-18,5.9.1.0,5.0 and up
Eleental Knights R Platinu,FAILY,3.8,2925,93000000,50000,Paid,4.77,Teen,Role Playing,01-Aug-18,6.2.1,4.1 and up
Wonder5 asters R,FAILY,4.1,1655,83000000,100000,Free,0,Everyone,Role Playing,02-Aug-18,1.1.52,4.3 and up
Neon-R (Red),PERSONALIZATION,4.7,25,41000000,100,Paid,0.99,Everyone,Personalization,12-Mar-15,1,4.0.3 and up
at|r viewer,PRODUCTIVITY,NaN,5,28000000,100,Free,0,Everyone,Productivity,27-Jul-18,1.0.5,5.0 and up
R. Lee Erey's Official Sound,FAILY,4.2,1696,2700000,100000,Free,0,Mature 17+,Entertainent,19-Sep-12,1.4,2.1 and up
Tutorials for R Prograing Offline,FAILY,NaN,2,4400000,500,Free,0,Everyone,Education,04-Dec-17,1,4.0 and up
R Prograing Language (Paperset 1) CQ Quiz,FAILY,NaN,1,3400000,10,Free,0,Everyone,Education,19-Mar-18,1,4.0.3 and up
SHAREit - Transfer & Share,TOOLS,4.6,7775146,17000000,500000000,Free,0,Everyone,Tools,30-Jul-18,4.5.28_ww,4.1 and up
S Launcher for Galaxy TouchWiz,PERSONALIZATION,4.2,11244,2200000,1000000,Free,0,Everyone,Personalization,12-Jun-18,1.1.1,4.1 and up
S Player - Lightest and ost Powerful Video Player,TOOLS,4.6,14224,7100000,1000000,Free,0,Everyone,Tools,12-Oct-17,1.0.98_ww,2.3 and up
Offroad Pickup Truck S,FAILY,4.2,5178,20000000,1000000,Free,0,Everyone,Siulation,10-Oct-17,1.7,2.3 and up
S Launcher Pro for Galaxy,PERSONALIZATION,4.1,47,2600000,1000,Paid,4.99,Everyone,Personalization,12-Feb-16,1,4.1 and up
S Note,PRODUCTIVITY,4.1,12435,31000000,10000000,Free,0,Everyone,Productivity,26-Sep-17,Varies with device,6.0 and up
"S Photo Editor - Collage aker , Photo Collage",PHOTOGRAPHY,4.4,972574,45000000,100000000,Free,0,Everyone,Photography,03-Aug-18,2.31,4.1 and up
Stupid Zobies,GAE,4.5,464900,33000000,10000000,Free,0,Teen,Arcade,27-Jun-18,2.0.5,4.2 and up
S’ore - Earn Cash Rewards,PRODUCTIVITY,4.1,15097,14000000,1000000,Free,0,Everyone,Productivity,23-Jul-18,1.6.0,4.2 and up
PitchBlack S - Sasung Substratu Thee “For Oreo”,PERSONALIZATION,4.5,90,37000000,1000,Paid,1.99,Everyone,Personalization,04-Aug-18,12.6,7.0 and up
Sasung Sart Switch obile,TOOLS,4.3,146913,24000000,100000000,Free,0,Everyone,Tools,18-Jul-18,3.5.02.15,4.0 and up
"S S9 Launcher - Galaxy S8/S9 Launcher, thee, cool",TOOLS,4.4,22503,6500000,1000000,Free,0,Everyone,Tools,06-Jul-18,4.1,4.1 and up
Five Nights at Freddy's 2 Deo,FAILY,4.3,1503544,40000000,50000000,Free,0,Teen,Strategy,15-Nov-14,1.07,2.3 and up
Crie Wars S. Andreas,GAE,4.3,5785,93000000,500000,Free,0,Teen,Racing,12-Apr-17,1.2,2.3 and up
S Pen Keeper,TOOLS,3.8,560,31400000,50000,Free,0,Everyone,Tools,08-Jun-18,2.1.0.032,4.0.3 and up
SH Script Runner,PRODUCTIVITY,3.9,334,3700000,50000,Free,0,Everyone,Productivity,02-Jan-18,1.07,4.1 and up
City Taxi Driver si 2016: Cab siulator Gae-s,FAILY,4.1,16111,57000000,1000000,Free,0,Everyone,Siulation,12-Jun-18,1.11,4.1 and up
Shopping List S PRO,SHOPPING,4.8,14,2700000,100,Paid,2.49,Everyone,Shopping,16-May-18,2.1,4.1 and up
Tinder,LIFESTYLE,4,2789775,68000000,100000000,Free,0,Mature 17+,Lifestyle,02-Aug-18,9.5.0,4.4 and up
"Topbuzz: Breaking News, Videos & Funny GIFs",NEWS_AND_AGAZINES,4.7,174827,25000000,10000000,Free,0,Mature 17+,News & agazines,04-Aug-18,6.7.3,4.0 and up
Dino T-Rex,GAE,4,69115,2400000,10000000,Free,0,Everyone,Arcade,13-Jun-18,1.36,4.1 and up
AT&T U-verse,FAILY,3.7,38606,96000000,1000000,Free,0,Everyone,Entertainent,13-Jun-18,5.9.0.0031,4.1 and up
T Uploader,FAILY,4.1,75,2200000,10000,Free,0,Everyone,Education,24-Nov-17,0.1.5,4.0 and up
T-obile DIGITS,COUNICATION,3,1820,33000000,100000,Free,0,Everyone,Counication,15-Feb-18,1.1.50,4.4 and up
DIRECTV Reote App,FAILY,3,480,19000000,1000000,Free,0,Everyone,Entertainent,31-Aug-17,2.4,6.0 and up
T-obile Tuesdays,LIFESTYLE,4,53144,21000000,5000000,Free,0,Everyone,Lifestyle,13-Jul-18,4.8.0,5.0 and up
AT&T obile Transfer,PRODUCTIVITY,4.6,22775,26000000,10000000,Free,0,Everyone,Productivity,31-Jul-18,3.8.2,4.4 and up
T-obile Content Transfer,PRODUCTIVITY,4.1,370,29000000,500000,Free,0,Everyone,Productivity,25-Jan-18,2.1.5,4.0 and up
I Can't Wake Up!,TOOLS,4.7,963,3700000,10000,Paid,2.99,Everyone,Tools,25-May-18,3.4.0,4.0 and up
AT&T Failyap®,TOOLS,3.5,21592,25000000,10000000,Free,0,Everyone,Tools,24-Oct-17,10.1.1,4.0.3 and up
T-obile® Failyode™,PARENTING,3.1,103,28000000,10000,Free,0,Everyone,Parenting,29-Jun-18,1.0.2-alpha4,4.4 and up
Portable Wi-Fi hotspot,COUNICATION,3.9,138129,2100000,10000000,Free,0,Everyone,Counication,06-May-18,1.5.2.4-23,2.3 and up
AT&T Call Protect,COUNICATION,4.2,6454,15000000,5000000,Free,0,Everyone,Counication,03-May-18,1.5.13-3598,5.0 and up
Don't Starve: Pocket Edition,GAE,4.4,17988,7900000,100000,Paid,4.99,Teen,Adventure,25-Jul-18,1.06,5.0 and up
"Please, Don't Touch Anything",FAILY,4.4,1771,46000000,10000,Paid,4.99,Teen,Puzzle,20-Apr-16,1.1.0,2.3 and up
AT&T Driveode,APS_AND_NAVIGATION,3.3,8465,8900000,10000000,Free,0,Everyone,aps & Navigation,03-May-18,1.0.4.3,4.1 and up
The T Factor,EVENTS,4.8,48,13000000,1000,Free,0,Everyone,Events,26-Sep-17,8.8,4.2 and up
Please Don't Touch Anything 3D,FAILY,4.2,146,20000000,5000,Paid,5.99,Teen,Puzzle,07-Dec-16,1.1,4.4 and up
Don't touch y phone,TOOLS,3.8,21943,2300000,5000000,Free,0,Everyone,Tools,19-Oct-16,30,2.3 and up
Don't Starve: Shipwrecked,GAE,4.1,1468,4900000,10000,Paid,4.99,Teen,Adventure,10-Jul-18,0.16,5.0 and up
Ludo - Don't get angry,GAE,4.2,131,23000000,1000,Paid,1.61,Everyone,Board,24-Feb-16,1.6.3,2.3.3 and up
Jurassic Life: T Rex Siulator,FAILY,4.2,1088,35000000,10000,Paid,0.99,Everyone 10+,Siulation,19-Aug-14,1.2,2.0.1 and up
T-obile SyncUP DRIVE,AUTO_AND_VEHICLES,4,1981,18000000,100000,Free,0,Everyone,Auto & Vehicles,01-Aug-18,2.15.1.4,5.0 and up
T-shirt design - Snaptee,LIFESTYLE,4.2,29756,45000000,1000000,Free,0,Everyone,Lifestyle,19-Jul-18,1.1.6.1,4.1 and up
BTA GPS - Track the T,APS_AND_NAVIGATION,3.8,82,5600000,5000,Free,0,Everyone,aps & Navigation,23-Feb-18,5.1.0,4.1 and up
T. Rowe Price Personal® App,FINANCE,4.5,1057,4500000,50000,Free,0,Everyone,Finance,06-Jul-18,1.7,6.0 and up
ůj T-obile Business,PRODUCTIVITY,3.7,10490,5800000,1000000,Free,0,Everyone,Productivity,24-Jul-18,3.1.7,4.1 and up
U by BB&T,FINANCE,4.3,16600,24000000,1000000,Free,0,Everyone,Finance,19-Jun-18,1.7.7,4.4 and up
U LIVE – Video Chat & Strea,SOCIAL,4.5,67611,21000000,1000000,Free,0,Mature 17+,Social,23-Apr-18,263.16.29,4.0.3 and up
"U - Webinars, eetings & essenger",COUNICATION,4.1,6601,31000000,500000,Free,0,Everyone,Counication,02-Jul-18,4.7.0,4.1 and up
Hollywood U: Rising Stars,FAILY,4.2,233588,74000000,5000000,Free,0,Teen,Siulation,21-Apr-17,3.8.0,4.0.3 and up
U-Dictionary: Best English Learning Dictionary,FAILY,4.5,166886,21000000,10000000,Free,0,Everyone 10+,Education,29-Jul-18,3.6.2,4.0.3 and up
Ustrea,VIDEO_PLAYERS,4,93638,7300000,10000000,Free,0,Mature 17+,Video Players & Editors,11-Jul-18,3.2.2,4.1 and up
UC Browser ini -Tiny Fast Private & Secure,COUNICATION,4.4,3648765,3300000,100000000,Free,0,Teen,Counication,18-Jul-18,11.4.0,4.0 and up
ENCHANT U,FAILY,4.3,83977,11000000,500000,Free,0,Everyone,Casual,08-Nov-12,1.2.2,2.1 and up
/u/app,COUNICATION,4.7,573,53000000,10000,Free,0,Mature 17+,Counication,03-Jul-18,4.2.4,4.1 and up
Kicker U,LIFESTYLE,4.1,124,37000000,5000,Paid,3.99,Everyone,Lifestyle,13-Jun-18,3.04,4.0.3 and up
U-Haul,TRAVEL_AND_LOCAL,3.2,852,37000000,100000,Free,0,Everyone,Travel & Local,31-Jul-18,2.2.1,4.4 and up
Vienna U-Bahn,APS_AND_NAVIGATION,3.9,139,2000000,10000,Free,0,Everyone,aps & Navigation,25-Jul-18,1.21.0,4.0 and up
Kicker U Lite,LIFESTYLE,4.1,438,26000000,50000,Free,0,Everyone,Lifestyle,27-Sep-13,2.0.0,2.1 and up
U-Scan,TOOLS,3.4,784,42000000,50000,Free,0,Everyone,Tools,29-Sep-16,1.2.6 (94),2.2 and up
Octo U: Your driving copanion,TRAVEL_AND_LOCAL,3,331,7800000,50000,Free,0,Everyone,Travel & Local,13-Mar-18,1.1.47,4.3 and up
I Love U Thee&Eoji Keyboard,PERSONALIZATION,4.6,655,3500000,100000,Free,0,Everyone,Personalization,08-May-18,4.3,4.1 and up
Channel U,FAILY,4.6,34,14000000,1000,Free,0,Everyone,Entertainent,21-May-18,1.3,4.1 and up
"Parallel U - App Cloner, Duals APP, tarallel",TOOLS,4.1,3315,5100000,500000,Free,0,Everyone,Tools,15-May-18,1.0.24,4.1 and up
U Pull It Auto Disantler,BUSINESS,3.1,71,1900000,10000,Free,0,Everyone,Business,14-May-13,1,1.6 and up
Wii U Siulator,FAILY,3.4,1178,38000000,100000,Free,0,Everyone 10+,Siulation,08-Apr-18,1.0.1,5.0 and up
U Caera : Phone 6s OS 9 style,PHOTOGRAPHY,4.2,2158,3000000,500000,Free,0,Everyone,Photography,28-Aug-17,1.0.3,4.0 and up
U get - Wireless Speed Test,TOOLS,4.2,26,2200000,5000,Free,0,Everyone,Tools,04-Jun-18,1.3.5,4.0 and up
U Guard,TOOLS,3,245,3500000,10000,Free,0,Everyone,Tools,31-Aug-16,1.1.6.6,2.3 and up
DRC Si - Wii U Gaepad,FAILY,2.4,210,4000000,10000,Free,0,Everyone,Casual,25-Jun-17,2,2.3 and up
"See U - Rando video chat, video chat",SOCIAL,4.1,568,27000000,100000,Free,0,Mature 17+,Social,13-Apr-18,1.4.1,4.1 and up
[verify-U] VideoIdent,COUNICATION,2.9,83,13000000,10000,Free,0,Everyone,Counication,26-Apr-18,2.4.0,5.0 and up
What U See,SOCIAL,4,712,21000000,100000,Free,0,Teen,Social,05-Mar-18,2.3.9,4.1 and up
U Assist - Screen irroring & Sharing App,PRODUCTIVITY,4,198,3500000,50000,Free,0,Everyone,Productivity,26-Jan-17,2.0.16,2.3 and up
U+Box,PRODUCTIVITY,3.8,24517,22000000,10000000,Free,0,Everyone,Productivity,23-May-18,4.2.17,5.0 and up
Wi u Eulator,FAILY,2.4,468,7200000,10000,Free,0,Everyone,Entertainent,03-Mar-18,0.0.1,4.1 and up
Waiting For U Launcher Thee,PERSONALIZATION,4.4,5599,4800000,500000,Free,0,Everyone,Personalization,23-Jul-16,2.0.40,2.3 and up
U of I Counity Credit Union,FINANCE,3.7,52,13000000,5000,Free,0,Everyone,Finance,04-May-18,4.16.10,4.4 and up
U-Report,SOCIAL,4.3,241,7500000,10000,Free,0,Teen,Social,10-Apr-18,2.8.4,4.0.3 and up
"eet U - Get Friends for Snapchat, Kik & Instagra",SOCIAL,4.6,4435,5400000,100000,Free,0,Mature 17+,Social,25-May-18,1.0.3386,4.0.3 and up
U-Craft obile,FAILY,4.2,11404,30000000,100000,Free,0,Everyone,Strategy,11-Sep-17,1.0.14,4.0.3 and up
U-Disco,FAILY,3.6,906,19600000,100000,Free,0,Everyone,Entertainent,05-Feb-14,1.7.3,2.3 and up
Be U Salons Hair-Beauty Deals In Delhi & Bangalore,LIFESTYLE,4,889,16000000,100000,Free,0,Everyone,Lifestyle,02-Aug-18,1.1.4.38,4.2 and up
U-48 Subarine Coander Free,GAE,3.5,4575,3800000,500000,Free,0,Everyone,Arcade,07-Oct-17,1.24,4.0.3 and up
Berlin Subway – BVG U-Bahn & S-Bahn ap and routes,APS_AND_NAVIGATION,4.4,509,17000000,100000,Free,0,Everyone,aps & Navigation,06-Jun-18,1.0.7,5.0 and up
Reote For ATT U-verse TV - NOW FREE,TOOLS,2.5,20,26000000,5000,Free,0,Everyone,Tools,25-Jul-18,6.1.5,4.2 and up
Pocket U ASW,FAILY,3.9,93,28000000,10000,Free,0,Everyone,Education,25-Jul-18,3.0.6,4.2 and up
Identity V,GAE,4.2,109263,38000000,1000000,Free,0,Teen,Action,10-Jul-18,1.0.144431,4.1 and up
Vate,VIDEO_PLAYERS,4.2,192677,17000000,50000000,Free,0,Teen,Video Players & Editors,03-Aug-18,1.78,4.0.3 and up
V ade,BOOKS_AND_REFERENCE,4.3,241,20000000,100000,Free,0,Everyone,Books & Reference,13-Feb-18,1,4.0.3 and up
Grand Theft Auto V: The anual,FAILY,4.1,182103,6900000,5000000,Free,0,Teen,Entertainent,31-Jul-18,5.0.12,3.0 and up
V for Voodoo,GAE,4.2,16876,59000000,1000000,Free,0,Teen,Trivia,28-Jun-18,3.0.1,6.0 and up
Sin City Crie Siulator V - Gangster,GAE,4.2,2113,67000000,100000,Free,0,Everyone 10+,Action,23-Apr-18,Varies with device,4.0.3 and up
The Gang Sniper V. Pocket Edition.,GAE,3.9,6121,61000000,500000,Free,0,Mature 17+,Action,20-Jun-18,2.1,4.1 and up
All Video Downloader,VIDEO_PLAYERS,3.8,165723,1600000,10000000,Free,0,Everyone,Video Players & Editors,04-Aug-18,7.5.9,4.0 and up
VidPlay,VIDEO_PLAYERS,4.2,3546,3700000,1000000,Free,0,Everyone,Video Players & Editors,27-May-18,2.0.19,4.1 and up
HD Video Downloader : 2018 Best video ate,VIDEO_PLAYERS,3.7,430643,4900000,50000000,Free,0,Everyone,Video Players & Editors,31-May-18,2.5.0,4.1 and up
V-CUBE Seinar obile,BUSINESS,4.3,542,30000000,100000,Free,0,Everyone,Business,17-Apr-18,1.23.0,4.0 and up
VivaVideo - Video Editor & Photo ovie,VIDEO_PLAYERS,4.6,9879473,40000000,100000000,Free,0,Teen,Video Players & Editors,04-Aug-18,7.2.1,4.1 and up
od GTA V for CPE,FAILY,3.3,4288,10000000,500000,Free,0,Everyone,Entertainent,23-Apr-18,1.2.3.4.5,4.0.3 and up
Vi Trainer,HEALTH_AND_FITNESS,3.6,124,100000000,5000,Free,0,Everyone,Health & Fitness,02-Aug-18,2.0.0.11,5.0 and up
San Andreas: Gang Crie V,GAE,4.1,2399,42000000,100000,Free,0,Mature 17+,Action,28-Jan-18,1.0.1,2.3 and up
The Grand Bike V,FAILY,3.8,3478,95000000,1000000,Free,0,Everyone,Siulation,24-Feb-18,4,4.1 and up
V.360° Caera,PHOTOGRAPHY,3.3,582,28000000,100000,Free,0,Everyone,Photography,11-Sep-15,1.1.6,4.4 and up
FINAL FANTASY V,FAILY,4.5,15924,4200000,100000,Paid,7.99,Teen,Role Playing,15-Mar-17,1.2.1,4.0 and up
BTS V LINE Launcher thee,PERSONALIZATION,4.8,3283,3600000,100000,Free,0,Everyone,Personalization,17-Oct-14,4.1,4.0.3 and up
FORD V SERIES CALC - NO LIIT,AUTO_AND_VEHICLES,NaN,2,17000000,50,Paid,9.99,Everyone,Auto & Vehicles,25-Jun-18,3.0.0,4.0 and up
Vate Lite - Funny Short Videos Social Network,SOCIAL,4.3,903,4600000,1000000,Free,0,Teen,Social,03-Aug-18,1.76,4.0.3 and up
irk V Launcher Thee,PERSONALIZATION,4.5,292,7900000,10000,Free,0,Everyone,Personalization,15-Mar-17,v1.0.50,2.3 and up
The grand theft V Wallpaper,PERSONALIZATION,3.8,87,4300000,10000,Free,0,Everyone 10+,Personalization,05-Jun-18,1.1,4.0.3 and up
V Bucks ProTips New,SOCIAL,4.7,594,3600000,1000,Free,0,Everyone,Social,19-Jul-18,1,2.1 and up
Cheats for GTA V,FAILY,4.2,450,5900000,100000,Free,0,Everyone,Entertainent,29-Jul-18,6,4.0 and up
V for Vapire - Free,FAILY,4.3,2772,35000000,500000,Free,0,Teen,Puzzle,20-Sep-14,1.0.1,2.1 and up
Get Free V-bucks_fortnite Hints,FAILY,4.7,1997,1800000,5000,Free,0,Everyone,Entertainent,21-Jul-18,1,4.4 and up
V BTS Wallpaper,PERSONALIZATION,4.7,127,9500000,5000,Free,0,Everyone,Personalization,04-May-18,8,3.0 and up
v-view,FAILY,3.6,309,19000000,10000,Free,0,Everyone,Entertainent,22-Jun-17,1.1.0.0402,4.2 and up
ental Hospital V,GAE,4.2,2460,25000000,50000,Paid,0.99,Mature 17+,Action,19-Nov-16,1.04,4.2 and up
Grand Stickan Cover V,GAE,4,1744,37000000,100000,Free,0,Mature 17+,Action,19-May-18,1.0.1,4.1 and up
Cheat Codes for GTA V,FAILY,4.3,589,3600000,100000,Free,0,Mature 17+,Entertainent,03-Sep-17,1.8.0,4.0 and up
DRAGON QUEST V,FAILY,4.7,1667,17000000,10000,Paid,14.99,Teen,Role Playing,01-Aug-18,1.0.3,2.3 and up
Easy V-Bux free,FAILY,4.6,856,2900000,5000,Free,0,Everyone,Entertainent,17-Jul-18,1,2.1 and up
BTS V Ki Taehyung Wallpapers Kpop HD New,PERSONALIZATION,4.8,51,3400000,5000,Free,0,Everyone,Personalization,10-Jun-18,1.1.1,4.0 and up
W Pro - Weather Forecast & Aniated Weather aps,WEATHER,3.8,11,2900000,500,Paid,1.99,Everyone,Weather,23-Apr-18,1,4.1 and up
W - Weather Forecast & Aniated Radar aps,WEATHER,4.2,29,3500000,5000,Free,0,Everyone,Weather,23-Apr-18,1.1,4.1 and up
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1507205,37000000,100000000,Free,0,Everyone,Productivity,30-Jul-18,11.1.3,4.0 and up
W-History Standalone,SOCIAL,3.2,38,1500000,1000,Paid,0.99,Everyone,Social,09-Mar-18,1.935,7.0 and up
Fantasy Squad W,FAILY,4.3,2142,47000000,50000,Free,0,Everyone 10+,Role Playing,16-Apr-18,1.5.4,4.1 and up
Weather & Clock Widget for Android,WEATHER,4.4,2371543,11000000,50000000,Free,0,Everyone,Weather,04-Jun-18,5.9.4.0,4.0.3 and up
W Box VS,VIDEO_PLAYERS,1.9,105,9100000,10000,Free,0,Everyone,Video Players & Editors,09-Jan-17,4.0.4,2.3.3 and up
WhatsApp Business,COUNICATION,4.4,137144,32000000,10000000,Free,0,Everyone,Counication,30-Jul-18,2.18.116,4.0.3 and up
W Box VS HD,VIDEO_PLAYERS,2.5,24,16000000,5000,Free,0,Everyone,Video Players & Editors,04-Jan-17,4.0.3,3.0 and up
Ace Screen Recorder w faceca,TOOLS,4.2,2447,2500000,100000,Free,0,Everyone,Tools,26-Dec-17,1.19,5.0 and up
WIFI WPS WPA TESTER,TOOLS,4.3,352097,6700000,10000000,Free,0,Everyone,Tools,12-Jun-18,3.8.5,4.0 and up
Flashlight Free w/ copass,TOOLS,4,75,1900000,10000,Free,0,Everyone,Tools,15-Mar-17,2.5,2.2 and up
IRS W-9 for,BUSINESS,4.8,492,27000000,10000,Free,0,Everyone,Business,26-Jul-18,1.7.11,5.0 and up
Open in WhatsApp (click to chat),TOOLS,4.2,12121,7900000,1000000,Free,0,Everyone,Tools,01-Aug-18,1.12,2.3.3 and up
B & W Filter for Photo Editor Pro,PERSONALIZATION,4.7,65,7600000,5000,Free,0,Everyone,Personalization,02-May-18,1.0.1,4.1 and up
WowBox,LIFESTYLE,4.4,101957,8200000,5000000,Free,0,Everyone,Lifestyle,23-Apr-18,2.11.0,4.0.3 and up
Zaatar w Zeit,FOOD_AND_DRINK,4.4,205,33000000,50000,Free,0,Everyone,Food & Drink,01-Jul-18,2.2.2,4.4 and up
WPSApp,TOOLS,4.4,95080,3100000,10000000,Free,0,Everyone,Tools,03-Aug-18,1.6.22,4.1 and up
WhatsCall Free Global Phone Call App & Cheap Calls,COUNICATION,4.6,1130966,27000000,10000000,Free,0,Everyone,Counication,06-Jun-18,1.9.1.013,4.0 and up
Profile w/o crop for Telegra,PHOTOGRAPHY,4.2,348,1500000,10000,Free,0,Everyone,Photography,11-Apr-14,3.1.50,2.3.3 and up
weather HD,PERSONALIZATION,4,1546,4500000,10000,Paid,1.99,Everyone,Personalization,26-Feb-14,3.1,2.1 and up
Draw Soething Classic,GAE,4.2,1092106,43000000,50000000,Free,0,Everyone,Word,28-Jul-18,2.400.022,4.4 and up
X-VPN - Free Unliited VPN Proxy,TOOLS,4.5,40617,21000000,5000000,Free,0,Everyone,Tools,31-Jul-18,65,4.1 and up
X Launcher: With OS11 Style Thee & Control Center,ART_AND_DESIGN,4.7,5754,4400000,100000,Free,0,Everyone,Art & Design,30-Jul-18,2.1.2,4.1 and up
"Phone X Launcher, OS 11 iLauncher & Control Center",TOOLS,4.2,54063,16000000,5000000,Free,0,Everyone,Tools,01-Jun-18,2.7.2,4.1 and up
Lock Screen Phone X Style OS 11,TOOLS,4.4,1166,13000000,100000,Free,0,Everyone,Tools,26-Mar-18,8.8,4.3 and up
Nose Doctor X: Booger ania,FAILY,3.2,37584,34000000,5000000,Free,0,Everyone,Casual;Pretend Play,31-Aug-16,1.0.8,4.1 and up
Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,1925,8300000,100000,Free,0,Everyone,Tools,15-Nov-17,3.1,4.4 and up
X Browser,COUNICATION,4,142,2500000,50000,Free,0,Everyone,Counication,31-Dec-17,1.1.1,4.0 and up
"X Launcher Pro: PhoneX Thee, OS11 Control Center",ART_AND_DESIGN,4.7,801,3500000,5000,Paid,1.99,Everyone,Art & Design,30-Jul-18,2.1.2,4.1 and up
X-plore File anager,TOOLS,4.6,168487,6400000,10000000,Free,0,Everyone,Tools,26-Jun-18,4.01.00,4.3 and up
Flashlight X,TOOLS,4.6,20418,4300000,1000000,Free,0,Everyone,Tools,08-Apr-18,4.54,4.0 and up
iSwipe Phone X,TOOLS,4.7,58366,6300000,1000000,Free,0,Everyone,Tools,07-Dec-17,1,4.1 and up
X Launcher Pro - IOS Style Thee & Control Center,ART_AND_DESIGN,4.8,1216,8600000,10000,Paid,1.99,Everyone,Art & Design,26-Jun-18,1.0.0,4.1 and up
X Hoe Bar - Free,TOOLS,4.6,4210,1900000,100000,Free,0,Everyone,Tools,18-Jun-18,1.5.0,4.1 and up
[ROOT] X Privacy Installer,TOOLS,4.2,12147,11800000,1000000,Free,0,Everyone,Tools,25-Jan-15,1.18,4.0.3 and up
Extree X Ray Robot Stunts,GAE,4.3,10806,49000000,5000000,Free,0,Everyone,Racing,09-May-17,1.5.1,4.0 and up
